"Chick_ENSEMBL","Chick_Entrezid","Human_Entrezid","Symbol","TF_Status"
"ENSGALG00000015497",418462,389136,"VGLL3","Transcription Factor"
"ENSGALG00000015511",395292,6091,"ROBO1","No"
"ENSGALG00000015513",421799,253714,"MMS22L","No"
"ENSGALG00000015517",421801,114792,"KLHL32","No"
"ENSGALG00000015519",395291,6092,"ROBO2","No"
"ENSGALG00000015528",422854,152789,"JAKMIP1","No"
"ENSGALG00000015529",422857,7466,"WFS1","No"
"ENSGALG00000015531",422858,5521,"PPP2R2B","No"
"ENSGALG00000015537",422859,23324,"MAN2B2","No"
"ENSGALG00000015538",422860,9778,"KIAA0232","No"
"ENSGALG00000015540",431623,5887,"RAD23B","No"
"ENSGALG00000015542",427306,54886,"PLPPR1","No"
"ENSGALG00000015543",427307,54534,"MRPL50","No"
"ENSGALG00000015544",427308,229,"ALDOB","No"
"ENSGALG00000015546",422862,57533,"TBC1D14","No"
"ENSGALG00000015547",428796,93624,"TADA2B","Transcription Factor"
"ENSGALG00000015548",427310,56254,"RNF20","No"
"ENSGALG00000015549",422865,80273,"GRPEL1","No"
"ENSGALG00000015551",769001,116443,"GRIN3A","No"
"ENSGALG00000015554",428797,57537,"SORCS2","No"
"ENSGALG00000015556",374034,60312,"AFAP1","No"
"ENSGALG00000015568",422867,54436,"SH3TC1","No"
"ENSGALG00000015570",100857561,81491,"GPR63","No"
"ENSGALG00000015571",404778,5884,"RAD17","No"
"ENSGALG00000015572",427313,202243,"CCDC125","No"
"ENSGALG00000015573",421803,9457,"FHL5","No"
"ENSGALG00000015576",427315,NA,NA,"No"
"ENSGALG00000015577",100859442,167555,"FAM151B","No"
"ENSGALG00000015580",421804,23376,"UFL1","No"
"ENSGALG00000015589",427318,4437,"MSH3","No"
"ENSGALG00000015590",421807,79694,"MANEA","No"
"ENSGALG00000015591",422869,8310,"ACOX3","No"
"ENSGALG00000015593",395967,2045,"EPHA7","No"
"ENSGALG00000015594",422871,152992,"TRMT44","No"
"ENSGALG00000015595",428798,NA,NA,"No"
"ENSGALG00000015596",421808,6885,"MAP3K7","No"
"ENSGALG00000015598",100859132,5924,"RASGRF2","No"
"ENSGALG00000015599",396346,NA,"SOHO-1","Transcription Factor"
"ENSGALG00000015602",396508,1160,"CKMT2","No"
"ENSGALG00000015603",427320,84240,"ZCCHC9","No"
"ENSGALG00000015605",421809,60468,"BACH2","Transcription Factor"
"ENSGALG00000015606",771878,84694,"GJA10","No"
"ENSGALG00000015608",428799,152,"ADRA2C","No"
"ENSGALG00000015609",100859381,NA,NA,"No"
"ENSGALG00000015611",421810,9994,"CASP8AP2","No"
"ENSGALG00000015612",395936,4043,"LRPAP1","No"
"ENSGALG00000015615",NA,285489,"DOK7","No"
"ENSGALG00000015616",431627,134526,"ACOT12","No"
"ENSGALG00000015617",427323,6228,"RPS23","No"
"ENSGALG00000015618",NA,92270,"ATP6AP1L","No"
"ENSGALG00000015620",427325,7518,"XRCC4","No"
"ENSGALG00000015623",422876,3083,"HGFAC","No"
"ENSGALG00000015624",395565,1462,"VCAN","No"
"ENSGALG00000015626",395619,6002,"RGS12","No"
"ENSGALG00000015627",396475,1404,"HAPLN1","No"
"ENSGALG00000015628",422877,345222,"MSANTD1","No"
"ENSGALG00000015630",427326,10085,"EDIL3","No"
"ENSGALG00000015635",422878,3064,"HTT","No"
"ENSGALG00000015641",427328,902,"CCNH","No"
"ENSGALG00000015645",422879,2868,"GRK4","No"
"ENSGALG00000015649",422880,8602,"NOP14","No"
"ENSGALG00000015652",422881,10227,"MFSD10","No"
"ENSGALG00000015656",100533110,NA,"PALM2AKAP2","No"
"ENSGALG00000015660",427330,401548,"SNX30","No"
"ENSGALG00000015662",418466,NA,NA,"No"
"ENSGALG00000015663",100858057,84263,"HSDL2","No"
"ENSGALG00000015664",422882,118,"ADD1","No"
"ENSGALG00000015665",422883,6452,"SH3BP2","No"
"ENSGALG00000015666",422884,79155,"TNIP2","No"
"ENSGALG00000015667",422885,8603,"FAM193A","No"
"ENSGALG00000015669",427333,9991,"PTBP3","No"
"ENSGALG00000015675",418468,NA,NA,"No"
"ENSGALG00000015677",427334,64420,"SUSD1","No"
"ENSGALG00000015681",101749375,8204,"NRIP1","No"
"ENSGALG00000015682",427335,7357,"UGCG","No"
"ENSGALG00000015683",769603,2790,"GNG10","No"
"ENSGALG00000015684",431639,552891,"DNAJC25-GNG10","No"
"ENSGALG00000015685",422887,402160,"CFAP99","No"
"ENSGALG00000015687",NA,NA,NA,"No"
"ENSGALG00000015688",422890,10608,"MXD4","Transcription Factor"
"ENSGALG00000015689",NA,23392,"ECPAS","No"
"ENSGALG00000015691",396156,10592,"SMC2","No"
"ENSGALG00000015692",422892,353497,"POLN","No"
"ENSGALG00000015693",418471,29761,"USP25","No"
"ENSGALG00000015699",422896,7469,"NELFA","No"
"ENSGALG00000015701",418473,1525,"CXADR","No"
"ENSGALG00000015702",427337,22949,"PTGR1","No"
"ENSGALG00000015704",396437,7295,"TXN","No"
"ENSGALG00000015705",422897,7468,"NSD2","Transcription Factor"
"ENSGALG00000015706",422898,3954,"LETM1","No"
"ENSGALG00000015708",396515,2261,"FGFR3","No"
"ENSGALG00000015709",422899,10460,"TACC3","No"
"ENSGALG00000015710",422900,92305,"TMEM129","No"
"ENSGALG00000015712",422902,7884,"SLBP","No"
"ENSGALG00000015713",378905,152877,"FAM53A","No"
"ENSGALG00000015720",418474,140578,"CHODL","No"
"ENSGALG00000015721",427338,79987,"SVEP1","No"
"ENSGALG00000015722",422906,NA,"TMED11","No"
"ENSGALG00000015728",373897,4593,"MUSK","No"
"ENSGALG00000015729",427339,1902,"LPAR1","No"
"ENSGALG00000015730",427967,5651,"TMPRSS15","No"
"ENSGALG00000015733",421811,23195,"MDN1","No"
"ENSGALG00000015737",427968,4685,"NCAM2","No"
"ENSGALG00000015742",418475,54148,"MRPL39","No"
"ENSGALG00000015746",418476,58494,"JAM2","No"
"ENSGALG00000015751",418477,522,"ATP5PF","No"
"ENSGALG00000015753",431640,NA,NA,"No"
"ENSGALG00000015754",NA,NA,NA,"No"
"ENSGALG00000015762",421812,57226,"LYRM2","No"
"ENSGALG00000015763",418478,2551,"GABPA","Transcription Factor"
"ENSGALG00000015768",421813,22881,"ANKRD6","No"
"ENSGALG00000015770",374198,351,"APP","No"
"ENSGALG00000015773",422911,55037,"PTCD3","No"
"ENSGALG00000015775",395528,51465,"UBE2J1","No"
"ENSGALG00000015776",421815,2570,"GABRR2","No"
"ENSGALG00000015778",428632,2569,"GABRR1","No"
"ENSGALG00000015779",421816,135293,"PM20D2","No"
"ENSGALG00000015780",421817,10957,"PNRC1","No"
"ENSGALG00000015783",422912,10989,"IMMT","No"
"ENSGALG00000015787",421819,8732,"RNGTT","No"
"ENSGALG00000015791",421821,55122,"AKIRIN2","No"
"ENSGALG00000015795",427971,11096,"ADAMTS5","No"
"ENSGALG00000015799",770158,1993,"ELAVL2","No"
"ENSGALG00000015800",421822,23595,"ORC3","No"
"ENSGALG00000015802",418481,29104,"N6AMT1","No"
"ENSGALG00000015803",422917,55818,"KDM3A","Transcription Factor"
"ENSGALG00000015804",418482,26046,"LTN1","No"
"ENSGALG00000015805",422918,51652,"CHMP3","No"
"ENSGALG00000015806",421823,57038,"RARS2","No"
"ENSGALG00000015807",418484,10069,"RWDD2B","No"
"ENSGALG00000015808",395184,10559,"SLC35A1","No"
"ENSGALG00000015809",422919,7844,"RNF103","No"
"ENSGALG00000015810",421824,NA,"AL049697.1","No"
"ENSGALG00000015812",421827,57150,"SMIM8","No"
"ENSGALG00000015813",418485,10600,"USP16","No"
"ENSGALG00000015815",422920,64795,"RMND5A","No"
"ENSGALG00000015821",418486,10694,"CCT8","No"
"ENSGALG00000015822",418487,NA,NA,"No"
"ENSGALG00000015824",421829,1081,"CGA","No"
"ENSGALG00000015826",771973,3354,"HTR1E","No"
"ENSGALG00000015828",418488,571,"BACH1","Transcription Factor"
"ENSGALG00000015830",421831,10492,"SYNCRIP","No"
"ENSGALG00000015831",421832,57231,"SNX14","No"
"ENSGALG00000015833",421833,4907,"NT5E","No"
"ENSGALG00000015835",418489,2897,"GRIK1","No"
"ENSGALG00000015836",421835,22832,"CEP162","No"
"ENSGALG00000015838",421836,112609,"MRAP2","No"
"ENSGALG00000015841",427974,9073,"CLDN8","No"
"ENSGALG00000015842",418491,7074,"TIAM1","No"
"ENSGALG00000015844",395938,6647,"SOD1","No"
"ENSGALG00000015845",421838,134701,"RIPPLY2","No"
"ENSGALG00000015846",428635,9892,"SNAP91","No"
"ENSGALG00000015849",374189,4199,"ME1","No"
"ENSGALG00000015851",421840,112611,"RWDD2A","No"
"ENSGALG00000015854",421841,5238,"PGM3","No"
"ENSGALG00000015858",421842,23033,"DOP1A","No"
"ENSGALG00000015860",421843,90025,"UBE3D","No"
"ENSGALG00000015864",421844,25998,"IBTK","No"
"ENSGALG00000015874",421849,7272,"TTK","No"
"ENSGALG00000015876",421850,6785,"ELOVL4","No"
"ENSGALG00000015877",NA,83699,"SH3BGRL2","No"
"ENSGALG00000015878",421852,167691,"LCA5","No"
"ENSGALG00000015879",418493,30811,"HUNK","No"
"ENSGALG00000015880",421853,9324,"HMGN2P46","No"
"ENSGALG00000015884",418494,54069,"MIS18A","No"
"ENSGALG00000015887",427975,9875,"URB1","No"
"ENSGALG00000015889",421854,55023,"PHIP","No"
"ENSGALG00000015892",421857,134728,"IRAK1BP1","No"
"ENSGALG00000015895",421858,3351,"HTR1B","No"
"ENSGALG00000015897",374088,3617,"IMPG1","No"
"ENSGALG00000015898",395487,4646,"MYO6","No"
"ENSGALG00000015900",428800,925,"CD8A","No"
"ENSGALG00000015901",421859,26054,"SENP6","No"
"ENSGALG00000015902",396175,927,"CD8BP","No"
"ENSGALG00000015904",421861,55754,"TMEM30A","No"
"ENSGALG00000015906",772260,1347,"COX7A2","No"
"ENSGALG00000015908",395875,1303,"COL12A1","No"
"ENSGALG00000015910",421862,135228,"CD109","No"
"ENSGALG00000015916",421863,26503,"SLC17A5","No"
"ENSGALG00000015917",373963,1915,"EEF1A1","No"
"ENSGALG00000015923",772297,25821,"MTO1","No"
"ENSGALG00000015925",421864,115004,"CGAS","No"
"ENSGALG00000015928",428637,NA,NA,"No"
"ENSGALG00000015935",373960,150572,"SMYD1","No"
"ENSGALG00000015937",374015,2168,"FABP1","No"
"ENSGALG00000015939",422927,55258,"THNSL2","No"
"ENSGALG00000015944",NA,22999,"RIMS1","No"
"ENSGALG00000015949",421868,80150,"ASRGL1","No"
"ENSGALG00000015951",421869,79627,"OGFRL1","No"
"ENSGALG00000015953",422929,NA,NA,"No"
"ENSGALG00000015958",422930,9451,"EIF2AK3","No"
"ENSGALG00000015959",100858913,60682,"SMAP1","No"
"ENSGALG00000015960",422931,22934,"RPIA","No"
"ENSGALG00000015961",422932,8802,"SUCLG1","No"
"ENSGALG00000015967",771502,347730,"LRRTM1","No"
"ENSGALG00000015969",421871,57579,"FAM135A","No"
"ENSGALG00000015970",771873,1297,"COL9A1","No"
"ENSGALG00000015977",422934,54498,"SMOX","No"
"ENSGALG00000015978",422935,80025,"PANK2","No"
"ENSGALG00000015995",396060,5786,"PTPRA","No"
"ENSGALG00000016001",426948,9762,"LZTS3","No"
"ENSGALG00000016003",422941,65992,"DDRGK1","No"
"ENSGALG00000016011",101748326,101928147,"FAM243A","No"
"ENSGALG00000016014",418510,1827,"RCAN1","Transcription Factor"
"ENSGALG00000016017",422943,83959,"SLC4A11","No"
"ENSGALG00000016020",427981,54102,"CLIC6","No"
"ENSGALG00000016022",396152,861,"RUNX1","Transcription Factor"
"ENSGALG00000016024",418511,54093,"SETD4","No"
"ENSGALG00000016027",418512,873,"CBR3","No"
"ENSGALG00000016034",422946,8455,"ATRN","No"
"ENSGALG00000016036",NA,9980,"DOP1B","No"
"ENSGALG00000016042",418514,8208,"CHAF1B","No"
"ENSGALG00000016043",427982,23562,"CLDN14","No"
"ENSGALG00000016044",418515,6493,"SIM2","Transcription Factor"
"ENSGALG00000016047",418516,3141,"HLCS","No"
"ENSGALG00000016050",418518,7267,"TTC3","No"
"ENSGALG00000016052",418519,10311,"VPS26C","No"
"ENSGALG00000016053",395233,1859,"DYRK1A","No"
"ENSGALG00000016054",427983,3763,"KCNJ6","No"
"ENSGALG00000016055",427984,3772,"KCNJ15","No"
"ENSGALG00000016058",374146,2078,"ERG","Transcription Factor"
"ENSGALG00000016059",396250,2114,"ETS2","Transcription Factor"
"ENSGALG00000016062",418520,8624,"PSMG1","No"
"ENSGALG00000016065",NA,54014,"BRWD1","No"
"ENSGALG00000016067",395999,3150,"HMGN1","No"
"ENSGALG00000016070",770415,7485,"WRB","No"
"ENSGALG00000016086",422950,1961,"EGR4","Transcription Factor"
"ENSGALG00000016088",428806,10574,"CCT7","No"
"ENSGALG00000016089",428807,84279,"PRADC1","No"
"ENSGALG00000016094",422954,94097,"SFXN5","No"
"ENSGALG00000016098",422955,23233,"EXOC6B","No"
"ENSGALG00000016102",428809,56603,"CYP26B1","No"
"ENSGALG00000016105",425353,8291,"DYSF","No"
"ENSGALG00000016124",420290,3033,"HADH","No"
"ENSGALG00000016125",418522,150082,"LCA5L","No"
"ENSGALG00000016127",NA,106865373,"WRB-SH3BGR","No"
"ENSGALG00000016128",427985,10317,"B3GALT5","No"
"ENSGALG00000016132",418524,150084,"IGSF5","No"
"ENSGALG00000016138",418525,1826,"DSCAM","No"
"ENSGALG00000016140",418527,54097,"FAM3B","No"
"ENSGALG00000016142",395313,NA,"MX1","No"
"ENSGALG00000016144",418528,7113,"TMPRSS2","No"
"ENSGALG00000016147",427986,49854,"ZBTB21","Transcription Factor"
"ENSGALG00000016148",418532,25966,"C2CD2","No"
"ENSGALG00000016154",395075,23237,"ARC","No"
"ENSGALG00000016157",NA,89766,"UMODL1","No"
"ENSGALG00000016164",418533,9619,"ABCG1","No"
"ENSGALG00000016165",418534,7032,"TFF2","No"
"ENSGALG00000016169",427988,64699,"TMPRSS3","No"
"ENSGALG00000016173",418535,53347,"UBASH3A","No"
"ENSGALG00000016174",421874,55788,"LMBRD1","No"
"ENSGALG00000016176",421875,577,"ADGRB3","No"
"ENSGALG00000016183",NA,NA,NA,"No"
"ENSGALG00000016185",418537,54020,"SLC37A1","No"
"ENSGALG00000016186",418538,5152,"PDE9A","No"
"ENSGALG00000016187",418540,10785,"WDR4","No"
"ENSGALG00000016191",418542,5316,"PKNOX1","Transcription Factor"
"ENSGALG00000016196",418545,102724560,"CBSL","No"
"ENSGALG00000016198",395370,102724594,"U2AF1","No"
"ENSGALG00000016199",418546,1409,"CRYAA","No"
"ENSGALG00000016202",418548,11077,"HSF2BP","No"
"ENSGALG00000016205",418549,105372824,"PDXK","No"
"ENSGALG00000016215",418555,79742,"DIPK2B","No"
"ENSGALG00000016217",418556,7403,"KDM6A","No"
"ENSGALG00000016221",418559,80258,"EFHC2","No"
"ENSGALG00000016222",418560,NA,"NDP","No"
"ENSGALG00000016224",418563,4128,"MAOA","No"
"ENSGALG00000016227",771199,2857,"GPR34","No"
"ENSGALG00000016228",NA,60506,"NYX","No"
"ENSGALG00000016231",418567,1654,"DDX3X","No"
"ENSGALG00000016232",418568,6132,"RPL8","No"
"ENSGALG00000016236",418569,8239,"USP9X","No"
"ENSGALG00000016238",418572,9282,"MED14","No"
"ENSGALG00000016241",418573,10159,"ATP6AP2","No"
"ENSGALG00000016245",418574,54880,"BCOR","Transcription Factor"
"ENSGALG00000016251",418577,7102,"TSPAN7","No"
"ENSGALG00000016254",395735,5009,"OTC","No"
"ENSGALG00000016258",427990,94122,"SYTL5","No"
"ENSGALG00000016259",418580,6990,"DYNLT3","No"
"ENSGALG00000016261",418581,1536,"CYBB","No"
"ENSGALG00000016262",427991,7504,"XK","No"
"ENSGALG00000016265",427992,347404,"LANCL3","No"
"ENSGALG00000016266",418582,5638,"PRRG1","No"
"ENSGALG00000016267",428641,23469,"PHF3","No"
"ENSGALG00000016268",418583,NA,NA,"No"
"ENSGALG00000016271",421877,7803,"PTP4A1","No"
"ENSGALG00000016273",428642,51557,"LGSN","No"
"ENSGALG00000016276",428643,202559,"KHDRBS2","No"
"ENSGALG00000016278",421878,5558,"PRIM2","No"
"ENSGALG00000016279",421879,51715,"RAB23","No"
"ENSGALG00000016281",396236,1756,"DMD","No"
"ENSGALG00000016282",421881,26036,"ZNF451","No"
"ENSGALG00000016283",775985,221336,"BEND6","No"
"ENSGALG00000016284",418588,257397,"TAB3","No"
"ENSGALG00000016285",418589,2712,"GK2","No"
"ENSGALG00000016286",100857674,80231,"CXorf21","No"
"ENSGALG00000016287",395285,190,"NR0B1","Transcription Factor"
"ENSGALG00000016288",427993,11141,"IL1RAPL1","No"
"ENSGALG00000016289",421884,667,"DST","No"
"ENSGALG00000016292",NA,NA,NA,"No"
"ENSGALG00000016293",396053,653,"BMP5","No"
"ENSGALG00000016294",421886,54511,"HMGCLL1","No"
"ENSGALG00000016296",421887,389400,"GFRAL","No"
"ENSGALG00000016297",428644,3062,"HCRTR2","No"
"ENSGALG00000016299",428645,222584,"FAM83B","No"
"ENSGALG00000016300",421888,27283,"TINAG","No"
"ENSGALG00000016301",421889,90523,"MLIP","No"
"ENSGALG00000016304",421891,55227,"LRRC1","No"
"ENSGALG00000016309",421893,401265,"KLHL31","No"
"ENSGALG00000016312",418593,5422,"POLA1","No"
"ENSGALG00000016313",421894,2729,"GCLC","No"
"ENSGALG00000016314",428646,60481,"ELOVL5","No"
"ENSGALG00000016316",404300,8521,"GCM1","Transcription Factor"
"ENSGALG00000016318",418594,9468,"PCYT1B","No"
"ENSGALG00000016320",421895,26268,"FBXO9","No"
"ENSGALG00000016321",421896,22858,"ICK","No"
"ENSGALG00000016322",396380,NA,NA,"No"
"ENSGALG00000016323",418595,5165,"PDK3","No"
"ENSGALG00000016324",395612,NA,"GSTA4","No"
"ENSGALG00000016325",414896,NA,"GSTA3","No"
"ENSGALG00000016326",772218,NA,NA,"No"
"ENSGALG00000016327",418596,7543,"ZFX","Transcription Factor"
"ENSGALG00000016328",414895,2940,"GSTA2","No"
"ENSGALG00000016329",421898,55326,"AGPAT5","No"
"ENSGALG00000016332",100125976,79648,"MCPH1","No"
"ENSGALG00000016340",418597,255308,"EIF2S3","No"
"ENSGALG00000016342",396034,9172,"MYOM2","No"
"ENSGALG00000016345",418599,79135,"APOO","No"
"ENSGALG00000016348",374006,6303,"SAT1","No"
"ENSGALG00000016350",421900,9639,"ARHGEF10","No"
"ENSGALG00000016351",418600,23597,"ACOT9","No"
"ENSGALG00000016356",421905,157695,"TDRP","No"
"ENSGALG00000016357",418601,10549,"PRDX4","No"
"ENSGALG00000016358",427995,139411,"PTCHD1","No"
"ENSGALG00000016359",421906,26260,"FBXO25","No"
"ENSGALG00000016361",100859913,642273,"FAM110C","No"
"ENSGALG00000016362",421908,26751,"SH3YL1","No"
"ENSGALG00000016363",421909,NA,"ACP1","No"
"ENSGALG00000016364",421910,285016,"ALKAL2","No"
"ENSGALG00000016367",421913,54221,"SNTG2","No"
"ENSGALG00000016370",776120,7173,"TPO","No"
"ENSGALG00000016375",395777,5251,"PHEX","No"
"ENSGALG00000016377",421914,7837,"PXDN","No"
"ENSGALG00000016379",418602,6611,"SMS","No"
"ENSGALG00000016382",427996,51360,"MBTPS2","No"
"ENSGALG00000016384",421915,23040,"MYT1L","Transcription Factor"
"ENSGALG00000016385",421916,7260,"TSSC1","No"
"ENSGALG00000016387",421917,51112,"TRAPPC12","No"
"ENSGALG00000016388",418604,257240,"KLHL34","No"
"ENSGALG00000016389",395848,246243,"RNASEH1","No"
"ENSGALG00000016391",427997,22866,"CNKSR2","No"
"ENSGALG00000016392",421919,6201,"RPS7","No"
"ENSGALG00000016397",396104,NA,"SOX11","Transcription Factor"
"ENSGALG00000016400",428650,91543,"RSAD2","No"
"ENSGALG00000016406",418605,6197,"RPS6KA3","No"
"ENSGALG00000016409",421924,57498,"KIDINS220","No"
"ENSGALG00000016410",418606,9086,"EIF1AX","No"
"ENSGALG00000016412",421925,129642,"MBOAT2","No"
"ENSGALG00000016415",418607,256714,"MAP7D2","No"
"ENSGALG00000016418",100858121,256643,"BCLAF3","No"
"ENSGALG00000016419",768599,8853,"ASAP2","No"
"ENSGALG00000016420",418608,30011,"SH3KBP1","No"
"ENSGALG00000016421",421928,9270,"ITGB1BP1","No"
"ENSGALG00000016424",421929,51692,"CPSF3","No"
"ENSGALG00000016425",421930,285148,"IAH1","No"
"ENSGALG00000016426",418609,389840,"MAP3K15","No"
"ENSGALG00000016427",421931,6868,"ADAM17","No"
"ENSGALG00000016430",418610,5160,"PDHA2","No"
"ENSGALG00000016431",387330,5079,"PAX5","Transcription Factor"
"ENSGALG00000016433",421932,10971,"YWHAQ","No"
"ENSGALG00000016438",428391,9833,"MELK","No"
"ENSGALG00000016440",421934,8462,"KLF11","Transcription Factor"
"ENSGALG00000016441",NA,NA,NA,"No"
"ENSGALG00000016442",421936,6241,"RRM2","No"
"ENSGALG00000016443",396161,3241,"HPCAL1","No"
"ENSGALG00000016444",421937,4953,"ODC1","No"
"ENSGALG00000016445",421938,79954,"NOL10","No"
"ENSGALG00000016446",421939,245973,"ATP6V1C2","No"
"ENSGALG00000016447",421940,10130,"PDIA6","No"
"ENSGALG00000016448",428652,3754,"KCNF1","No"
"ENSGALG00000016449",421941,130814,"SLC66A3","No"
"ENSGALG00000016451",374182,9475,"ROCK2","No"
"ENSGALG00000016454",421943,1876,"E2F6","Transcription Factor"
"ENSGALG00000016455",421944,9687,"GREB1","No"
"ENSGALG00000016456",421945,23175,"LPIN1","No"
"ENSGALG00000016457",378919,28951,"TRIB2","No"
"ENSGALG00000016459",421946,151354,"LRATD1","No"
"ENSGALG00000016461",395249,1653,"DDX1","No"
"ENSGALG00000016462",421948,4613,"MYCN","Transcription Factor"
"ENSGALG00000016463",421949,81553,"FAM49A","No"
"ENSGALG00000016464",396189,7447,"VSNL1","No"
"ENSGALG00000016465",421952,NA,"ZPAX","No"
"ENSGALG00000016467",421950,79677,"SMC6","No"
"ENSGALG00000016468",421951,348654,"GEN1","No"
"ENSGALG00000016469",395419,343930,"MSGN1","Transcription Factor"
"ENSGALG00000016470",428653,3790,"KCNS3","No"
"ENSGALG00000016471",421954,100526794,"NT5C1B-RDH14","No"
"ENSGALG00000016473",100316920,130497,"OSR1","Transcription Factor"
"ENSGALG00000016475",421956,NA,NA,"No"
"ENSGALG00000016476",769943,130502,"TTC32","No"
"ENSGALG00000016477",421958,57539,"WDR35","No"
"ENSGALG00000016478",395954,4148,"MATN3","No"
"ENSGALG00000016479",421959,9741,"LAPTM4A","No"
"ENSGALG00000016480",421960,6382,"SDC1","No"
"ENSGALG00000016481",421961,23369,"PUM2","No"
"ENSGALG00000016483",421965,NA,NA,"No"
"ENSGALG00000016485",395734,388,"RHOB","No"
"ENSGALG00000016486",421966,64342,"HS1BP3","No"
"ENSGALG00000016487",421967,60526,"LDAH","No"
"ENSGALG00000016491",396535,338,"APOB","No"
"ENSGALG00000016492",101751663,100129278,"TDRD15","No"
"ENSGALG00000016494",NA,NA,NA,"No"
"ENSGALG00000016495",NA,NA,NA,"No"
"ENSGALG00000016497",421973,165324,"UBXN2A","No"
"ENSGALG00000016498",428656,388931,"MFSD2B","No"
"ENSGALG00000016499",NA,NA,NA,"No"
"ENSGALG00000016500",395254,2281,"FKBP1B","No"
"ENSGALG00000016501",421976,51639,"SF3B6","No"
"ENSGALG00000016502",421977,9540,"TP53I3","No"
"ENSGALG00000016504",421979,50618,"ITSN2","No"
"ENSGALG00000016505",421980,11321,"GPN1","No"
"ENSGALG00000016506",769868,84450,"ZNF512","Transcription Factor"
"ENSGALG00000016507",421981,64838,"FNDC4","No"
"ENSGALG00000016508",421982,NA,NA,"No"
"ENSGALG00000016509",421983,26160,"IFT172","No"
"ENSGALG00000016510",421984,200634,"KRTCAP3","No"
"ENSGALG00000016511",418611,10149,"ADGRG2","No"
"ENSGALG00000016512",421985,29959,"NRBP1","No"
"ENSGALG00000016513",421986,5496,"PPM1G","No"
"ENSGALG00000016514",421988,NA,NA,"No"
"ENSGALG00000016516",421989,130557,"ZNF513","Transcription Factor"
"ENSGALG00000016518",418612,5256,"PHKA2","No"
"ENSGALG00000016522",427999,5475,"PPEF1","No"
"ENSGALG00000016523",772315,6247,"RS1","No"
"ENSGALG00000016524",428659,NA,NA,"No"
"ENSGALG00000016529",428001,6792,"CDKL5","No"
"ENSGALG00000016531",421993,55252,"ASXL2","No"
"ENSGALG00000016535",421994,10890,"RAB10","No"
"ENSGALG00000016536",395929,3030,"HADHA","No"
"ENSGALG00000016537",418613,10389,"SCML2","Transcription Factor"
"ENSGALG00000016538",418614,10742,"RAI2","No"
"ENSGALG00000016541",772331,139105,"BEND2","Transcription Factor"
"ENSGALG00000016543",418616,4810,"NHS","No"
"ENSGALG00000016545",418617,9185,"REPS2","No"
"ENSGALG00000016546",395390,5931,"RBBP7","No"
"ENSGALG00000016547",418618,55787,"TXLNG","No"
