# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
chr2_96890408_96892041	SEMA4C (-21254), FAHD2B (+203614)
chr2_106960521_106961888	RGPD4 (-865732), ST6GAL2 (-74559)
chr12_1357044_1357927	FBXL14 (+236679), ERC1 (+329739)
chr1_93660202_93660541	BCAR3 (+186778), FNBP1L (+212241)
chr10_128587804_128588847	MGMT (-878858), MKI67 (-461941)
chr18_46482710_46483262	LOXHD1 (+76326), RNF165 (+148762)
chr9_33454691_33455026	AQP3 (-7248), NOL6 (+19071)
chr13_29384475_29384952	SLC7A1 (+210974), MTUS2 (+564366)
chr2_28309830_28310519	RBKS (-419077), FOSL2 (-82683)
chr15_62765848_62766990	TPM1 (-276266), TLN2 (+205054)
chr17_13429241_13429749	ELAC2 (-411308), HS3ST3A1 (+172432)
chrX_48961745_48962129	OTUD5 (-4306)
chr1_59556593_59557923	HOOK1 (-257603), FGGY (+260277)
chr1_61873363_61873970	L1TD1 (-321164), PATJ (+131190)
chr2_42979542_42980116	HAAO (-187237), ZFP36L2 (+246780)
chr4_174089013_174090059	HAND2 (-559307), CEP44 (-194368)
chr10_56911272_56911857	ZWINT (-550290)
chr9_86675598_86677075	ZCCHC6 (-321925), GAS1 (+270852)
chr6_22556066_22556727	PRL (-258896)
chr18_74326444_74327406	CYB5A (-34909), FAM69C (+130343)
chr16_49112455_49113137	N4BP1 (-502587), CBLN1 (+169035)
chr10_113958487_113959008	ADRB1 (-85308), NHLRC2 (+104087)
chr2_40129937_40130800	THUMPD2 (-351102), SLC8A1 (+381992)
chr9_115030093_115030465	TNFSF8 (-99862), TNC (+87978)
chr14_66119534_66120258	GPHN (-387511), FUT8 (+709304)
chr7_19408432_19409437	FERD3L (-263514), TWISTNB (+300152)
chr2_28346656_28347132	RBKS (-455796), FOSL2 (-45964)
chr14_52179220_52180016	NID2 (-110624), PTGDR (-88095)
chr14_100885672_100886064	RTL1 (-1021)
chr3_131601856_131602787	MRPL3 (-99353), CPNE4 (+435482)
chr5_119646896_119647917	PRR16 (-816871), FAM170A (+17848)
chr2_48780697_48781790	ENSG00000279956 (-25520), FSHR (+373293)
chr15_62928104_62929262	TPM1 (-114002), TLN2 (+367318)
chr3_20320233_20320853	SGO1 (-134352)
chr2_205760206_205760748	NRP2 (+77977), INO80D (+325705)
chr15_47559487_47559861	SEMA6D (-158815)
chr20_39823247_39823852	DHX35 (+861215), MAFB (+865690)
chr6_9006867_9007657	SLC35B3 (-571779), OFCC1 (+932057)
chr2_125983324_125984119	GYPC (-672211)
chr18_24958915_24959534	ZNF521 (+392927), HRH4 (+498596)
chr6_17472632_17473119	FAM8A1 (-127479), CAP2 (+79660)
chrX_112800878_112801620	LHFPL1 (-121195), AMOT (+21877)
chr13_27428906_27429424	GTF3A (+4621), MTIF3 (+21399)
chrX_71107848_71108272	IL2RG (+3571), FOXO4 (+11863)
chr20_53045547_53046293	TSHZ2 (+73513), ZNF217 (+547919)
chr1_1846891_1847928	NADK (-67341), GNB1 (+43707)
chr2_118275854_118276401	INSIG2 (+187654), EN1 (+571550)
chr20_2133362_2133904	TGM3 (-162368), STK35 (+32022)
chr11_32574640_32575550	WT1 (-139465), EIF3M (-8730)
chr10_93753748_93754172	LGI1 (-3849)
chr12_68451317_68451818	RAP1B (-159271), MDM1 (-119236)
chr13_30998157_30998951	MEDAG (+92363), HSPH1 (+163834)
chr7_25405392_25406226	NFE2L3 (-746431), NPVF (-177323)
chr12_1642358_1643265	ADIPOR2 (-48215), WNT5B (+13615)
chr8_117319531_117320059	MED30 (-200918), SLC30A8 (+184467)
chr10_126049760_126050234	FANK1 (+153458), ADAM12 (+338458)
chr13_92215768_92216526	GPC5 (+817540)
chr17_13788377_13788804	COX10 (-280938), HS3ST3A1 (-186664)
chr14_61581471_61582110	HIF1A (-115831), ENSG00000258989 (+52663)
chr12_50786515_50787157	TMPRSS12 (-56097), ATF1 (+22544)
chr2_168816417_168816906	NOSTRIN (+18511), SPC25 (+73783)
chr7_111438650_111439301	IMMP2L (+123315), LRRN3 (+347970)
chr7_120985111_120985566	CPED1 (-3338)
chr2_221762565_221763238	EPHA4 (-190612), PAX3 (+536079)
chr8_47638424_47639220	CEBPD (+100264), SPIDR (+378247)
chr14_62931109_62932087	KCNH5 (+113857), SYT16 (+935775)
chr11_97963691_97964355	NONE
chr6_148954985_148955678	TAB2 (-365720), UST (+208004)
chr2_69164512_69164934	ANTXR1 (+151545), GFPT1 (+222531)
chr1_240193589_240194027	FMN2 (+101928), GREM2 (+418341)
chr18_22210313_22210795	GATA6 (+41111), CTAGE1 (+207361)
chr11_66322767_66323214	CD248 (-5947), RIN1 (+13538)
chr10_114412954_114413647	AFAP1L2 (-8816), ABLIM1 (+244997)
chr3_50179632_50180192	GNAT1 (-11700), SEMA3F (+24783)
chr3_46508984_46510118	TDGF1 (-67686), RTP3 (+12060)
chr8_32715170_32715787	NRG1 (+166844), FUT10 (+757943)
chr2_42084189_42084875	EML4 (-84818), PKDCC (+36512)
chr4_70577253_70577705	AMBN (-14777), AMTN (+58939)
chr14_75612315_75612751	FLVCR2 (+33916), ERG28 (+48656)
chr1_162625823_162626726	DDR2 (-6190), UAP1 (+64769)
chr13_29434728_29436078	SLC7A1 (+160285), MTUS2 (+615055)
chr7_132732072_132732786	PLXNA4 (-155128), CHCHD3 (+349653)
chr1_119728527_119729279	HMGCS2 (+39991), PHGDH (+80492)
chr7_35336543_35336876	TBX20 (-82563), HERPUD2 (+358425)
chr14_98404288_98405270	BCL11B (+866449)
chr17_51376524_51377118	UTP18 (+116293), CA10 (+781906)
chr19_49294312_49295206	SLC6A16 (+30466), TRPM4 (+137018)
chr16_86219580_86220038	FOXF1 (-290718), IRF8 (+321006)
chr5_127001780_127002899	MARCH3 (+28468), LMNB1 (+225192)
chr11_42762247_42762783	API5 (-549474)
chr17_60415148_60415649	USP32 (-23265), APPBP2 (+110820)
chr7_70476912_70477548	GALNT17 (-654939), AUTS2 (+877897)
chr12_90836614_90837174	CCER1 (+118282)
chr6_3808763_3809374	PXDC1 (-57043), FAM50B (-40317)
chr10_8431379_8432355	GATA3 (+377174)
chr20_51871758_51872424	SALL4 (-69571), ZFP64 (+319895)
chr5_169803136_169803944	FOXI1 (-302357), DOCK2 (+166293)
chr9_94827643_94827962	C9orf3 (+68154), FANCC (+489899)
chr6_12635870_12636485	PHACTR1 (-80627), EDN1 (+345815)
chr8_79427520_79428302	IL7 (-622388), STMN2 (-183241)
chr10_76050646_76051643	LRMDA (+619692)
chr6_112982427_112983069	MARCKS (-874614), RFPL4B (+635418)
chr13_46479304_46480357	LCP1 (-268483), LRCH1 (-73429)
chr13_95968666_95969544	UGGT2 (+84278), DNAJC3 (+291966)
chr1_219310140_219310692	LYPLAL1 (+136572), ZC3H11B (+302729)
chr4_185088792_185089410	SLC25A4 (-54140), HELT (+70260)
chr7_148368096_148368998	CUL1 (-330365)
chr2_236715286_236715910	COPS8 (-369714), ACKR3 (+145957)
chr17_44804256_44804927	GJC1 (+26219), ADAM11 (+45561)
chr5_127849357_127850448	SLC12A2 (-233863), CTXN3 (+200859)
chr5_127758912_127759600	SLC12A2 (-324510), CTXN3 (+110212)
chr9_8759813_8760812	DMAC1 (-960246)
chr2_68807693_68808217	BMP10 (+63562), ARHGAP25 (+73120)
chr1_9302915_9303422	SLC25A33 (-236313), SPSB1 (+10289)
chr11_15835827_15836395	SOX6 (+640277), INSC (+723687)
chr7_8232527_8233482	RPA3 (-514398), ICA1 (+29276)
chr9_107557340_107558110	KLF4 (-68079)
chr1_4837212_4838337	AJAP1 (+182730)
chr1_156773089_156773643	PRCC (+5866), SH2D2A (+43482)
chr14_55963230_55964305	PELI2 (-154607), KTN1 (+383451)
chr5_124328053_124329605	ZNF608 (+416596), CSNK1G3 (+783195)
chr2_54705281_54706018	EML6 (-18892), SPTBN1 (+249365)
chr14_61610855_61611447	HIF1A (-86471), ENSG00000258989 (+82023)
chr1_56236025_56236533	PLPP3 (+343289)
chr15_47340089_47340667	SEMA6D (-378111)
chr13_75910169_75911073	LMO7 (+273963), KCTD12 (+975769)
chr12_25875431_25876992	LMNTD1 (-322929), RASSF8 (-82846)
chr9_97315472_97316074	TDRD7 (-96177), CCDC180 (+8114)
chr18_73793107_73794105	NETO1 (-925657), FBXO15 (+354259)
chr2_234343933_234344569	ARL4C (+152349), SPP2 (+293552)
chr5_16902911_16903272	RETREG1 (-286034), MYO10 (+33171)
chr2_189506496_189506999	WDR75 (+65315), SLC40A1 (+74139)
chr4_160018804_160019601	RAPGEF2 (+751466)
chr20_22775342_22776219	SSTR4 (-259605), FOXA2 (-191318)
chr17_61131622_61132044	TBX2 (-268063), BCAS3 (+452375)
chr15_51288249_51289125	TNFAIP8L3 (-183411), CYP19A1 (+49923)
chr1_168690208_168690689	DPT (+38815), XCL1 (+113976)
chr22_24245784_24246492	GGT5 (-1079)
chr14_85080221_85080911	FLRT2 (-449578)
chr5_129294114_129295191	ADAMTS19 (-165757), ISOC1 (+199902)
chr5_68303500_68304388	SLC30A5 (-789702), PIK3R1 (+88224)
chr13_72530527_72530871	DACH1 (-663507), MZT1 (+196988)
chr10_98488695_98489187	HPS1 (-42015), HPSE2 (+746921)
chr3_187352542_187353186	MASP1 (-61006), RTP4 (-15468)
chr20_50329233_50329739	PTPN1 (-180868), CEBPB (+138752)
chr18_21280793_21281158	ROCK1 (-169125), GREB1L (-82617)
chr12_115227263_115227646	TBX3 (-543865)
chrX_39012621_39013222	MID1IP1 (+211490)
chr16_54055097_54055590	IRX3 (+231419), FTO (+351381)
chr5_166710070_166710788	NONE
chr8_133486194_133486663	NDRG1 (-188843), ST3GAL1 (+85496)
chr6_104316260_104316997	HACE1 (+543290)
chr6_139644769_139645635	CITED2 (-270989)
chr2_149466485_149467482	MMADHC (+120618), LYPD6 (+136447)
chr15_50867084_50867931	SPPL2A (-101700), AP4E1 (-41165)
chr1_158738149_158738747	OR6K3 (-17728), OR6K6 (-16272)
chr3_189772260_189773033	TP63 (+141220), P3H2 (+348282)
chr1_175251618_175252034	KIAA0040 (-59072), TNR (+491944)
chr6_41257020_41258298	TREM1 (+29060), TREML4 (+29335)
chr1_95061590_95061982	CNN3 (-134508), ALG14 (+11159)
chr6_95856812_95857435	FUT9 (-158860), MANEA (+279581)
chr2_189613177_189613953	ASNSD1 (-47855), SLC40A1 (-32678)
chr16_80303688_80304675	MAF (-703468), DYNLRB2 (-236552)
chr12_88298769_88299255	TMTC3 (+156716), KITLG (+281449)
chr13_39929609_39930072	COG6 (+274164), FOXO1 (+736756)
chr10_37489108_37490031	MTRNR2L7 (+113404), ANKRD30A (+363713)
chr11_6440316_6441080	HPX (+366)
chr4_10834309_10835588	CLNK (-150084), HS3ST1 (+594816)
chr7_2024328_2024710	MAD1L1 (+208724), ELFN1 (+336400)
chr3_63687388_63688198	SNTN (+35125), THOC7 (+176110)
chr3_3560357_3561240	CRBN (-381089), LRRN1 (-238638)
chr7_35348369_35349211	TBX20 (-94643), HERPUD2 (+346345)
chr19_768474_768907	PTBP1 (-28384), MISP (+17565)
chr17_81566450_81567090	FAAP100 (-14393), NPLOC4 (+70376)
chr6_63395529_63396150	PTP4A1 (-176172), LGSN (-75863)
chr16_86022110_86022956	FOXF1 (-487994), IRF8 (+123730)
chr6_54933671_54934633	HCRTR2 (-172308), FAM83B (+87381)
chr15_36612177_36612798	MEIS2 (+487397)
chr2_205366911_205368055	NRP2 (-315017), PARD3B (+821690)
chr7_30803659_30805033	ENSG00000250424 (-47927), MINDY4 (+32929)
chr7_140607345_140607864	MKRN1 (-128036), DENND2A (+33171)
chr12_26339038_26339737	SSPN (+143892), ITPR2 (+493810)
chr5_153749958_153750668	GRIA1 (+258141), FAM114A2 (+288606)
chr13_45518629_45519363	SPERT (-183315), COG3 (+54071)
chr2_155733229_155733939	NR4A2 (+599132)
chr1_212513004_212513496	ATF3 (-95420), NENF (+80363)
chr15_70066604_70067432	TLE3 (+31158), RPLP1 (+614234)
chr11_120021124_120021944	NECTIN1 (-292450), TRIM29 (+116919)
chr18_51578491_51579095	DCC (-761379), MEX3C (-381473)
chr7_41874369_41874864	INHBA (-171509), GLI3 (+362396)
chr11_79309446_79310104	NARS2 (-734911), TENM4 (+130876)
chr2_72757325_72757896	CYP26B1 (-609573), EXOC6B (+68408)
chr6_76770291_76770871	IMPG1 (-697903), HTR1B (+693192)
chr21_46021869_46022336	COL6A2 (-75994), COL6A1 (+40366)
chr16_68332419_68332905	PRMT7 (+21528), SMPD3 (+116026)
chr5_78245150_78245692	TBCA (-469134), AP3B1 (+49334)
chr5_169494575_169495991	SLIT3 (-194501), SPDL1 (-88351)
chr21_26747113_26747538	CYYR1 (-174042), ADAMTS1 (+98083)
chr14_85296518_85297128	FLRT2 (-233321)
chr5_52334298_52334742	ITGA1 (-453376), ISL1 (+951129)
chr16_77424605_77425506	ADAMTS18 (+10058), SYCE1L (+225659)
chr12_125283493_125283933	TMEM132B (-42903), AACS (+218334)
chr11_102882593_102883364	MMP12 (-7945), MMP13 (+72755)
chr11_59960355_59961082	TCN1 (-94144), OOSP2 (-79556)
chr14_100696648_100697034	BEGAIN (-128771), DLK1 (-29986)
chr1_96410708_96411325	PTBP2 (-310793)
chr10_13969175_13969534	ENSG00000282246 (+359308), FRMD4A (+361529)
chr1_22154246_22155162	ZBTB40 (-297147), WNT4 (-11738)
chr11_106121494_106121931	AASDHPPT (+44224), GUCY1A2 (+896732)
chr2_65458681_65459366	MEIS1 (-976376), SPRED2 (-26847)
chr9_11326096_11326728	NONE
chr3_36295201_36295792	STAC (-84847), ARPP21 (+615712)
chr14_32258474_32258854	AKAP6 (-70609), ARHGAP5 (+181375)
chr7_135802829_135803405	FAM180A (-54271), MTPN (+174199)
chr15_94041928_94042926	RGMA (-968299), MCTP2 (-255839)
chr5_173454564_173455535	STC2 (-125547), BOD1 (+161610)
chrX_97765826_97767091	RPA4 (+882551)
chr9_88753549_88754163	C9orf47 (-237072), NXNL2 (+218755)
chr10_77273998_77274854	KCNMA1 (+363349)
chr15_62420459_62421274	C2CD4B (-255584), TLN2 (-140498)
chr8_92342457_92343401	RUNX1T1 (-247275), TRIQK (+623216)
chr16_26133411_26133924	HS3ST4 (+441642)
chr14_81582640_81583386	SEL1L (-49152)
chrX_69197587_69198091	FAM155B (-307402), PJA1 (-32318)
chr2_29485688_29486286	CLIP4 (+370561), ALK (+435579)
chr6_152270435_152271112	SYNE1 (+366625), ESR1 (+580278)
chrX_55120513_55121259	PAGE2 (+31878), MTRNR2L10 (+62034)
chr8_94059278_94059820	PDP1 (+142602), CDH17 (+149038)
chr22_48457715_48458304	FAM19A5 (-31450)
chr20_53149107_53149805	TSHZ2 (+177049), ZNF217 (+444383)
chr3_193231306_193231736	MB21D2 (-313360), HRASLS (-9604)
chr6_138722868_138723536	NHSL1 (-150662), CCDC28A (-50307)
chr12_65500288_65500890	HMGA2 (-323871), MSRB3 (+221946)
chr3_105405866_105406494	ALCAM (+39271), CBLB (+462863)
chr7_104443044_104443797	KMT2E (-570758), LHFPL3 (+114765)
chr1_66591751_66592528	TCTEX1D1 (-160320), SGIP1 (+57858)
chr22_36683657_36684169	EIF3D (-154477), CACNG2 (+19645)
chr7_134757258_134757771	CALD1 (-22135), BPGM (+110684)
chr21_28111200_28111723	N6AMT1 (+773909)
chrX_69361035_69361907	PJA1 (-195950), FAM155B (-143770)
chr2_234025916_234026837	SPP2 (-24322), TRPM8 (+108979)
chr12_1781700_1782409	LRTM2 (-38212), ADIPOR2 (+91028)
chr8_96021447_96022204	C8orf37 (-752625), GDF6 (+138966)
chr15_79243747_79244319	RASGRF1 (-153260), TMED3 (-67029)
chr5_74028450_74029157	ARHGEF28 (+402646), ENC1 (+612620)
chr14_50383516_50384216	CDKL1 (+12033), ATP5S (+71225)
chrX_49812102_49813166	PAGE1 (-116641), PAGE4 (-16669)
chr1_156559489_156560246	MEF2D (-59040), IQGAP3 (+12672)
chr11_13983148_13983723	SPON1 (+20747), RRAS2 (+375748)
chr3_140529125_140529642	TRIM42 (-148655), CLSTN2 (+594199)
chr12_31241822_31242461	ENSG00000177359 (-35988), FAM60A (+84230)
chr2_47094512_47095114	STPG4 (+60474), TTC7A (+153527)
chr3_22928277_22928935	UBE2E2 (-274687)
chr12_89825804_89826728	ATP2B1 (-117435)
chr8_10375851_10376379	PRSS51 (+141900), MSRA (+321847)
chr13_100540528_100541226	GGACT (+43120), PCCA (+451794)
chr2_23020883_23021599	KLHL29 (-363976)
chr8_79694800_79695326	HEY1 (+72794), STMN2 (+83911)
chr19_32245767_32246674	TSHZ3 (-896674), ZNF507 (-99373)
chr1_5223066_5223773	AJAP1 (+568375), NPHP4 (+769051)
chr12_19965276_19965836	PDE3A (-403689), AEBP2 (+525882)
chr15_29870588_29871150	GOLGA8J (-212184), TJP1 (-48841)
chr15_95930888_95931495	NR2F2 (-399525)
chr8_111864806_111865192	NONE
chr5_157321680_157322345	FNDC9 (+23708), CYFIP2 (+55934)
chr15_97072351_97073273	ARRDC4 (-887886), SPATA8 (+289423)
chr3_38367654_38368237	ACVR2B (-85905), XYLB (+21167)
chr2_156088410_156088943	NR4A2 (+244039)
chr2_136224010_136224765	THSD7B (-541157), CXCR4 (-108145)
chr11_79288052_79288876	NARS2 (-713600), TENM4 (+152187)
chr13_88704410_88705094	NONE
chr11_9652150_9652812	SWAP70 (-11596), WEE1 (+78800)
chr10_33460304_33461102	NRP1 (-124441)
chr11_79617468_79618092	TENM4 (-177129)
chr2_234823705_234824328	ARL4C (-327417), SH3BP4 (-154668)
chr17_4658397_4658791	ALOX15 (-16300), PELP1 (+45731)
chr5_66805893_66806511	MAST4 (+209841), CD180 (+390597)
chr18_28635022_28635959	CDH2 (-458045)
chr21_43596980_43597465	H2BFS (+32034), HSF2BP (+62270)
chr21_21137907_21138542	NCAM2 (+139910)
chr9_120403060_120403758	CDK5RAP2 (+176749)
chr13_59468488_59468883	DIAPH3 (+695301)
chr2_28516811_28517416	PPP1CB (-234739), PLB1 (+21043)
chr15_62790396_62791021	TPM1 (-251976), TLN2 (+229344)
chr1_54652887_54653460	MROH7 (+11381), PARS2 (+111340)
chr22_44159014_44159769	PARVG (-21498), PARVB (+160181)
chr6_169889829_169890536	ERMARD (+138558), DLL1 (+400290)
chr12_130350930_130351640	PIWIL1 (+13398), RIMBP2 (+166580)
chr7_129746409_129747538	NRF1 (+116896), UBE2H (+205975)
chr13_29355568_29356874	SLC7A1 (+239467), MTUS2 (+535873)
chr6_108805754_108806413	ARMC2 (-42338), FOXO3 (+245218)
chr10_120823064_120823655	WDR11 (-27815), PLPP4 (+366406)
chr10_14259744_14260441	FRMD4A (+70791), ENSG00000282246 (+650046)
chr7_3558245_3558751	SDK1 (+257050)
chr10_98362395_98362773	LOXL4 (-94334), PYROXD2 (+52600)
chr2_20790175_20790728	LDAH (+32662), GDF7 (+123788)
chr1_107579633_107580214	VAV3 (+385220), NTNG1 (+439104)
chr11_63012446_63012851	SLC22A6 (-27692), SLC22A8 (+3190)
chr2_176673283_176673731	HNRNPA3 (-539056), MTX2 (+404088)
chr14_78259718_78260360	NRXN3 (+17002)
chr15_69861503_69862165	TLE3 (+236342), RPLP1 (+409050)
chr20_6595648_6596324	FERMT1 (-472442), BMP2 (-171678)
chr3_124627142_124628088	UMPS (-102751), KALRN (+532934)
chr4_38090113_38090863	KLF3 (-573708), PTTG2 (+130053)
chr2_232286104_232286542	ALPP (-92211), DIS3L2 (+324740)
chr9_92469287_92469984	OMD (-45175), ASPN (+12870)
chr6_47376668_47377221	CD2AP (-100844), TNFRSF21 (-67040)
chr17_56570122_56570785	NOG (-23245), PCTP (+819360)
chr6_133130901_133131314	EYA4 (-110478), RPS12 (+316667)
chr2_217568143_217568959	TNP1 (-708487), TNS1 (+375577)
chr11_36034825_36035407	LDLRAD3 (+91038), COMMD9 (+254313)
chr8_121344783_121345372	SNTB1 (-531805), HAS2 (+296312)
chr5_146653594_146654072	GPR151 (-137643), PPP2R2B (+402194)
chr5_36059462_36060271	UGT3A1 (-68269), UGT3A2 (+7024)
chr16_10525263_10526013	EMP2 (+55060), ATF7IP2 (+139583)
chr8_20284372_20285014	LZTS1 (+19270), ATP6V1B2 (+87326)
chr14_23078366_23079114	CDH24 (-21202), C14orf119 (-16025)
chr1_208936029_208936933	PLXNA2 (-692161), CAMK1G (-647236)
chr4_27191286_27192144	STIM2 (+330874)
chr3_194983162_194983854	LSG1 (-311031), XXYLT1 (+287659)
chr8_123760617_123761202	FER1L6 (-91077), ANXA13 (-23508)
chr12_88982616_88983131	KITLG (-402413), DUSP6 (+370397)
chr7_87413262_87414375	ABCB4 (+61920), CROT (+68138)
chr4_53937918_53938269	LNX1 (-346478), CHIC2 (+126596)
chr20_4673408_4673990	ADRA1D (-424625), PRNP (-12537)
chr11_126786700_126787142	KIRREL3 (+213838), ST3GAL4 (+381139)
chr10_118151447_118151840	RAB11FIP2 (-105041), PRLHR (+444055)
chrX_48042617_48043418	ZNF630 (+28640), SPACA5 (+38682)
chr2_32883041_32883796	LTBP1 (-63553), TTC27 (+255357)
chr8_2047803_2048408	MYOM2 (+3066)
chr3_43202859_43203789	POMGNT2 (-97248), SNRK (-83216)
chr2_46290159_46290652	EPAS1 (-6996), PRKCE (+638632)
chr2_154306216_154307060	KCNJ3 (-391661), GALNT13 (+362140)
chr14_89061461_89062318	TTC8 (+237737), FOXN3 (+557240)
chr3_34210273_34210947	PDCD6IP (+412039)
chr3_76964910_76965467	NONE
chr10_76445076_76445657	NONE
chr6_168007353_168007993	KIF25 (+8581), FRMD1 (+71486)
chr8_40530702_40531320	ZMAT4 (+366814), C8orf4 (+377556)
chr15_58299238_58300027	LIPC (-132165), AQP9 (+161437)
chr2_15122826_15123164	NBAS (+438335)
chr13_37277179_37277871	CSNK1A1L (-171861), POSTN (+321319)
chr1_55669071_55669800	USP24 (-454323), PLPP3 (+910132)
chrX_4740563_4741294	NONE
chr2_205768415_205768795	NRP2 (+86105), INO80D (+317577)
chr1_48068157_48068906	SLC5A9 (-154155), TRABD2B (-71637)
chr10_121414540_121415546	FGFR2 (+183360), WDR11 (+563868)
chr12_6995963_6996501	C1S (+7973), LPCAT3 (+22278)
chr7_125939676_125940576	NONE
chr14_57362162_57362825	EXOC5 (-93486), NAA30 (-28059)
chr1_231508775_231509345	EGLN1 (-84016), TSNAX-DISC1 (-19593)
chr9_135117039_135117655	PPP1R26 (-362455), OLFM1 (+29608)
chr1_235019523_235020277	IRF2BP2 (-410375), TOMM20 (+109036)
chr15_34813763_34814164	ACTC1 (-17825), AQR (+155875)
chr7_26413321_26413767	SNX10 (+121649), SKAP2 (+451199)
chr8_128167626_128168667	MYC (+432078)
chr10_98832052_98832777	HPS1 (-385489), HPSE2 (+403447)
chr8_53154370_53155032	OPRK1 (+96996), NPBWR1 (+216270)
chr3_108527191_108527520	MYH15 (+1966), HHLA2 (+224871)
chr1_230173272_230173813	GALNT2 (+106334), PGBD5 (+252828)
chr4_25368225_25368861	ANAPC4 (-8750), ZCCHC4 (+55757)
chr8_93398067_93399197	TRIQK (-432487), FAM92A (-301875)
chr2_227642778_227643186	C2orf83 (-9897), SLC19A3 (+75030)
chr13_50286236_50286849	RNASEH2B (-623135), KCNRG (+271289)
chr2_147693374_147694192	ACVR2A (-150734)
chr3_105414534_105415291	ALCAM (+48004), CBLB (+454130)
chr4_163032782_163033353	FSTL5 (-869033), NAF1 (+133853)
chr3_135635358_135636212	PPP2R3A (-329888), EPHB1 (+840523)
chr2_239348677_239349125	HDAC4 (+52048), TWIST2 (+500869)
chr9_32644708_32645183	TMEM215 (-138553), TAF1L (-9277)
chr9_127258784_127259390	ANGPTL2 (-136204), GARNL3 (-5439)
chr8_9296704_9297549	TNKS (-258787), PPP1R3B (-146431)
chr10_77287695_77288108	KCNMA1 (+349873)
chr1_115233607_115234089	TSPAN2 (-144384), NGF (+104388)
chr4_69813865_69814837	SULT1B1 (-53639), ENSG00000284695 (+33435)
chr7_25707683_25708665	NPVF (-479688), NFE2L3 (-444066)
chr1_223264212_223265078	TLR5 (-127358), SUSD4 (+99414)
chr13_35567566_35568049	MAB21L1 (-90599), DCLK1 (+563498)
chr5_174251195_174252124	MSX2 (-472873), HGNC:24955 (+206056)
chr14_68576267_68577010	ZFP36L1 (+216601), RAD51B (+756860)
chr1_227775955_227776800	JMJD4 (-40967), PRSS38 (-39315)
chr15_62985758_62986112	TPM1 (-56750), TLN2 (+424570)
chr18_41690687_41691219	PIK3C3 (-264253)
chr2_162487835_162488720	GCA (+144190), KCNH7 (+350340)
chr9_19223806_19224154	PLIN2 (-96404), DENND4C (-6455)
chr5_169503802_169504582	SLIT3 (-203410), SPDL1 (-79442)
chr20_44552128_44553474	PKIG (+20892), ADA (+98941)
chr9_90546097_90546608	DIRAS2 (+96752), GADD45G (+941340)
chr1_11314978_11315446	DISP3 (-164026), UBIAD1 (+42006)
chr7_40732778_40733810	SUGCT (+598317), INHBA (+969814)
chr1_55712112_55712782	USP24 (-497334), PLPP3 (+867121)
chr7_124800480_124800943	GPR37 (-35085), POT1 (+129269)
chr3_186353928_186354612	ETV5 (-245158), DGKG (+7967)
chr1_206941662_206942400	FCMR (-20033), PIGR (+4435)
chr5_123045038_123045504	PRDM6 (-43850), PPIC (-8530)
chr2_236946787_236947525	COPS8 (-138156), ACKR3 (+377515)
chr11_114149874_114150389	NNMT (-107699), ZBTB16 (+90539)
chr2_42372002_42372565	COX7A2L (-3274)
chr2_100110099_100110488	AFF3 (-4166)
chr6_63503338_63503853	LGSN (-183619), PTP4A1 (-68416)
chr2_159938278_159938844	LY75 (-33851), PLA2R1 (+124049)
chr11_102785200_102785576	MMP10 (-4760)
chr7_98319812_98320132	BRI3 (+38297), BAIAP2L1 (+81096)
chr13_68885159_68885726	NONE
chr7_16595478_16596057	SOSTDC1 (-129919), ANKMY2 (+50049)
chr7_30707985_30708576	INMT (-43854), CRHR2 (-8178)
chr5_168409955_168410535	RARS (-76200), WWC1 (+118095)
chr3_173983305_173983678	NAALADL2 (-875788), NLGN1 (+585044)
chr13_90502472_90503441	GPC5 (-895650)
chr18_10745803_10746485	NAPG (+220110), PIEZO2 (+402444)
chr3_64150498_64151212	PSMD6 (-127383), PRICKLE2 (+74626)
chr11_27013730_27014344	BBOX1 (-26925), FIBIN (+19853)
chr17_7076817_7078204	SLC16A11 (-33588), CLEC10A (+2796)
