# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
chr11_19816965_19818286	NAV2 (+104029), DBX1 (+342987)
chr2_70460324_70460902	FAM136A (-158523), TGFA (+93025)
chr10_92787482_92788084	EXOC6 (-60737), HHEX (+97832)
chr2_44125469_44126143	LRPPRC (-129801), PPM1B (-43071)
chr20_41574793_41575260	EMILIN3 (-208200), CHD6 (+43467)
chr11_60738958_60739558	MS4A15 (-17750), ENSG00000214782 (+9954)
chr19_4894596_4895302	PLIN3 (-27181), UHRF1 (-15418)
chr5_118043702_118044648	DTWD2 (+944370)
chr3_124634701_124635193	UMPS (-95419), KALRN (+540266)
chr11_133317866_133318965	OPCML (-374745), SPATA19 (+527085)
chr5_115486625_115487226	CCDC112 (-190095), FEM1C (+57968)
chr7_35454359_35455260	TBX20 (-200663), HERPUD2 (+240325)
chr19_40980551_40981606	CYP2A7 (-98327), CYP2B6 (-10220)
chr8_26751886_26752510	PNMA2 (-238106), ADRA1A (+113207)
chr11_87970544_87971275	RAB38 (+204557), TMEM135 (+932903)
chr22_25903334_25903853	SEZ6L (-265981), MYO18B (+161360)
chr1_157194898_157195658	ETV3 (-56911), FCRL5 (+357242)
chr7_99598146_99598873	TMEM225B (+444)
chr2_165843928_165844655	GALNT3 (-49610), TTC21B (+109551)
chr11_45722205_45722533	SLC35C1 (-82037), CHST1 (-56747)
chr19_51905644_51906258	ZNF649 (-940)
chr4_102616431_102617018	NFKB1 (+115396), MANBA (+144269)
chr3_140794323_140795204	SLC25A36 (-147123), TRIM42 (+116725)
chr15_51393591_51394275	GLDN (+52304), DMXL2 (+228702)
chr2_179765597_179766193	SESTD1 (-501105), ZNF385B (+95610)
chr17_37170968_37171384	C17orf78 (-204867), AATF (+222301)
chr20_24425249_24425925	GGTLC1 (-436808), SYNDIG1 (-43612)
chr1_77058056_77058872	PIGK (+160962), ST6GALNAC5 (+191023)
chr5_128262865_128263731	SLC12A2 (+179532), FBN2 (+395887)
chr4_68389312_68389933	TMPRSS11E (-57826), YTHDC1 (-39870)
chr3_19292670_19293646	KCNH8 (+144704), EFHB (+641022)
chr2_186009247_186009760	ZC3H15 (-476652), FSIP2 (+270609)
chr6_145103003_145103756	EPM2A (+632475), UTRN (+811551)
chr10_101182803_101183451	LBX1 (+46667), TLX1 (+52622)
chr3_142216217_142216771	TFDP2 (-66973), GK5 (+9113)
chr1_193740949_193741602	B3GALT2 (-554622)
chr2_119996876_119997818	EPB41L5 (-15658), PTPN4 (+237716)
chr4_151992388_151993261	GATB (-231802), FBXW7 (+543276)
chr4_82697482_82698253	TMEM150C (-135511), SCD5 (+100989)
chr1_27622724_27623187	AHDC1 (-19324), FGR (+12321)
chr12_18863930_18864422	PLEKHA5 (-265592), CAPZA3 (+126075)
chr12_31600122_31600643	ETFBKMT (-59305), DENND5B (-9941)
chr8_92112584_92113084	RUNX1T1 (-17180), TRIQK (+853311)
chr15_56910818_56911412	ZNF280D (-177526), TCF12 (-7508)
chr5_87576244_87576913	CCNH (-163560), TMEM161B (+692251)
chr19_24075375_24075895	ZNF254 (-11558), ZNF726 (+160745)
chrX_122245177_122245867	GRIA3 (-938721)
chr4_75909328_75909966	PPEF2 (-7119), NAAA (+31404)
chr12_104171958_104172583	TXNRD1 (-43508), NFYB (-33982)
chr7_17103215_17103576	AGR3 (-221409), AHR (-195226)
chr9_123894850_123895165	DENND1A (+35099), CRB2 (+538748)
chr1_21100694_21101758	HP1BP3 (-314538), EIF4G3 (+75621)
chr1_62887753_62888313	FOXD3 (-435008), ATG4C (+103898)
chr18_71281431_71282012	SOCS6 (+992821)
chr2_26318827_26319351	ADGRF3 (-40)
chr3_184899472_184900692	VPS8 (+87875), EHHADH (+354016)
chr3_132070981_132071460	ACPP (-246186), CPNE4 (-33417)
chr15_87623797_87624230	NTRK3 (+632717)
chr14_26553824_26554444	NOVA1 (+43620)
chr18_3230397_3231473	MYL12A (-21340), MYOM1 (-10827)
chr7_134189495_134189835	LRGUK (+62366), SLC35B4 (+127386)
chr1_199490967_199491570	ATP6V1G3 (-950595), NR5A2 (-536333)
chr9_86134204_86134912	GOLM1 (-35000), ISCA1 (+147971)
chr18_26133647_26134341	PSMA8 (+117)
chr5_31921487_31922358	GOLPH3 (+252427), PDZD2 (+282513)
chr1_199688214_199688720	NR5A2 (-339135)
chrY_13204920_13205816	UTY (+275302), DDX3Y (+301260)
chr6_166972159_166973204	FGFR1OP (-26500), RNASET2 (-15980)
chr4_127852727_127853112	PLK4 (-27941), HSPA4L (+70780)
chr13_53129608_53130286	OLFM4 (+101188)
chr7_72908289_72908819	POM121 (+29189), TRIM74 (+60912)
chr8_105749512_105750092	OXR1 (-698122), ZFPM2 (+431110)
chr3_184386329_184387104	EPHB3 (-175067), CHRD (+6644)
chr2_3356581_3357289	TRAPPC12 (-22751)
chr20_16940744_16941238	PCSK2 (-286000), OTOR (+192633)
chr7_27048313_27048787	SKAP2 (-183807), HOXA1 (+47424)
chr7_81245205_81246066	SEMA3C (-326285), HGF (+524562)
chr8_69561523_69562084	SULF1 (+95180), SLCO5A1 (+273260)
chr21_37644696_37645100	DYRK1A (+224598), KCNJ6 (+271548)
chr9_73845913_73846805	RORB (-651006), ANXA1 (+688705)
chr1_184673202_184673755	EDEM3 (+81434), C1orf21 (+286421)
chr7_43700733_43701721	BLVRA (-57460), COA1 (-50931)
chrX_115695922_115696481	AGTR2 (-474520), PLS3 (+135020)
chr5_10315987_10316764	MARCH6 (-37391), CMBL (-8350)
chr19_49957556_49959331	IL4I1 (-28905), SIGLEC11 (+2728)
chr2_143720121_143720756	GTDC1 (+515301), ARHGAP15 (+591125)
chr6_32664612_32665381	HLA-DQA2 (-76345), HLA-DQA1 (+27640)
chr9_8431581_8432270	DMAC1 (-631859)
chr11_11752635_11753452	GALNT18 (-131039), USP47 (-89022)
chr1_203772889_203773351	ZC3H11A (-22575), LAX1 (+7944)
chr13_42731828_42732708	DNAJC15 (-290935), TNFSF11 (+158115)
chr11_64368330_64368929	SLC22A11 (-186996), RPS6KA4 (+9459)
chr16_52597696_52598295	CHD9 (-457037), TOX3 (-50988)
chr7_117139054_117139939	WNT2 (+183792), ST7 (+186170)
chr9_76045062_76045870	PCSK5 (+154822), RFK (+349039)
chr4_112411757_112412355	NEUROG2 (+104116), ALPK1 (+114713)
chr4_82104486_82105052	RASGEF1B (-632854), HNRNPD (+269187)
chr1_239242889_239243439	CHRM3 (-385909)
chr1_247906320_247906999	OR2T8 (-13592), OR2W3 (+11073)
chrX_119895952_119896460	AKAP14 (+369)
chr5_151356991_151357539	SLC36A1 (-90331), SLC36A2 (-9675)
chr4_40698856_40699289	RBM47 (-184315), NSUN7 (-50824)
chr7_141576760_141577724	AGK (+26053), KIAA1147 (+124911)
chrX_2554152_2554534	CD99 (-136836), DHRSX (-53365)
chr3_85889972_85890829	CADM2 (+163919)
chr2_189851317_189851832	PMS1 (+67194), MSTN (+211154)
chr3_142568488_142569229	XRN1 (-120797), ATR (+9967)
chr11_101523926_101524424	PGR (-393651), TRPC6 (+59753)
chr5_12505039_12505540	CTNND2 (-601247)
chr8_57926418_57927113	IMPAD1 (-932922), FAM110B (-67788)
chr7_17460580_17461029	ENSG00000283321 (+161510), SNX13 (+479689)
chr4_139169595_139170048	ELF2 (-30346), MGARP (+110516)
chr11_96696777_96697306	JRKL (+307048)
chr11_112825935_112826364	PLET1 (-565290), NCAM1 (-135125)
chr7_98727126_98727619	NPTX2 (+110076), TMEM130 (+142493)
chr6_89805000_89806003	LYRM2 (-166749), MDN1 (+14221)
chr18_54764848_54765477	RAB27B (-63036), DYNAP (+174004)
chr3_181940614_181941133	ATP11B (-852626), SOX2 (+228950)
chr12_19661147_19661759	PDE3A (-707792), AEBP2 (+221779)
chr16_64580590_64580998	CDH11 (+541404)
chr19_33648975_33649870	PEPD (-127629), CHST8 (-35105)
chr9_98625751_98626232	TBC1D2 (-370271), GABBR2 (+83205)
chr13_101121184_101121936	TMTC4 (-446765), NALCN (+294795)
chr10_59899829_59900541	MRLN (-161612), CCDC6 (+6471)
chr11_120245324_120245899	TMEM136 (-79684), POU2F3 (+8972)
chr2_125834422_125834939	GYPC (-821252)
chr4_147655728_147656208	PRMT9 (+28262), TMEM184C (+38585)
chr8_53700417_53701112	OPRK1 (-449068), ATP6V1H (+142497)
chr7_125136219_125137367	POT1 (-206812)
chr3_110236927_110237695	DPPA4 (-899739), NECTIN3 (-834432)
chrX_92100307_92101146	PCDH11X (+266067)
chr2_96436356_96437166	NEURL3 (+68596), NCAPH (+100974)
chr4_97845842_97846599	RAP1GDS1 (-415297)
chr5_82591172_82591667	ATP6AP1L (+311958), TMEM167A (+486076)
chr9_6171769_6172227	RANBP6 (-156380), IL33 (-69684)
chr15_86912555_86912931	AGBL1 (+769021)
chr8_52654213_52654789	ALKAL1 (-88994), RB1CC1 (+59931)
chr22_22424375_22424846	ZNF280B (+84543), VPREB1 (+179936)
chrX_2425486_2426224	ZBED1 (+75112), ASMT (+810854)
chr1_81733302_81734109	ADGRL2 (+427540)
chr11_63499770_63500444	HRASLS5 (-8913), LGALS12 (-6256)
chr4_88646648_88647602	NAP1L5 (+51110), HERC3 (+54702)
chr14_29663556_29663847	PRKD1 (+263940), FOXG1 (+898314)
chr8_55128440_55129301	TGS1 (-644271), XKR4 (+26482)
chr7_95636342_95636877	DYNC1I1 (-135980), PDK4 (-40119)
chr12_38745200_38746046	CPNE8 (+160008), ALG10B (+429045)
chr9_24073221_24073922	ELAVL2 (-247507), IZUMO3 (+472104)
chr8_136925650_136926499	NONE
chr9_15492480_15493420	PSIP1 (+18069), SNAPC3 (+70246)
chr1_182056562_182057321	ZNF648 (+4770), CACNA1E (+573197)
chr3_196375549_196375952	TM4SF19 (-37363), UBXN7 (+56723)
chr16_75118600_75119021	LDHD (-2044)
chr2_218577420_218578583	PLCD4 (-29763), CNOT9 (+9422)
chr12_75457859_75458246	GLIPR1 (-22627), GLIPR1L2 (+66983)
chr8_85445916_85446403	CA2 (-17692), CA3 (+7333)
chr7_137674684_137675651	PTN (-331303), DGKI (+171695)
chr7_47721767_47722142	TNS3 (-139811), PKD1L1 (+226536)
chr14_95713740_95714576	TCL1A (+38)
chr2_144240838_144241456	GTDC1 (-5407), ZEB2 (+279248)
chrX_46488533_46489149	KRBOX4 (+41984), ZNF674 (+56600)
chr8_127587801_127588391	MYC (-147973), POU5F1B (+173806)
chr4_134911905_134912529	PABPC4L (-710469)
chr2_15287507_15288131	NBAS (+273511)
chr1_15008619_15009463	TMEM51 (-143491), KAZN (+410337)
chrX_57647086_57647513	NLRP2B (+32960), ZXDB (+55648)
chr5_15796530_15796956	FBXL7 (+296547), MARCH11 (+383032)
chr1_245809338_245809771	KIF26B (+654570), SMYD3 (+697702)
chr13_51538556_51539212	INTS6 (-85886), WDFY2 (-45624)
chr1_38431889_38432415	POU3F1 (-385358), RRAGC (+427671)
chr7_122767400_122767750	RNF148 (-64608), CADPS2 (+118782)
chr7_11489011_11489711	THSD7A (+342837), PHF14 (+515489)
chr14_97154666_97155458	VRK1 (+357758)
chr1_152043847_152044182	S100A11 (-6980), TCHHL1 (+45049)
chr10_104059403_104060109	COL17A1 (+26246), SLK (+92555)
chr10_7211370_7212224	PRKCQ (-631496), SFMBT2 (+199689)
chr12_131752433_131753008	MMP17 (-75672), SFSWAP (+41584)
chr1_47113097_47113570	CYP4A22 (-24121), CYP4Z1 (+45846)
chr6_24026161_24027086	NRSN1 (-99562)
chr4_3753424_3754293	LRPAP1 (-221300), ADRA2C (-12539)
chrX_120140347_120140758	RHOXF1 (-24616), RHOXF2 (-18008)
chr4_118265420_118266546	PRSS12 (+87020), NDST3 (+231638)
chr8_121227438_121227787	SNTB1 (-414340), HAS2 (+413777)
chr10_95716933_95717792	ENTPD1 (-38289), TCTN3 (-23220)
chr5_35717654_35718657	PRLR (-487567), IL7R (-138693)
chr11_12241653_12242469	MICALCL (-44839), MICAL2 (+131470)
chr4_87946134_87947590	SPP1 (-28826), MEPE (+113945)
chr22_26244387_26245468	ASPHD2 (-184345), SEZ6L (+75353)
chr14_20774791_20775854	RNASE6 (-5728), EDDM3B (+6896)
chr1_224839494_224840805	DNAH14 (-89517), CNIH3 (+223857)
chr8_109507664_109507988	EBAG9 (-32351), PKHD1L1 (+145349)
chr12_56443136_56443854	APOF (-80672), TIMELESS (+5904)
chrX_125628320_125628864	TEX13C (+308472), DCAF12L1 (+924259)
chr18_34843537_34844489	MAPRE2 (-197347), DTNA (+250674)
chrX_127570309_127570834	ACTRT1 (+481826)
chr4_93132175_93132989	ATOH1 (-696171), GRID2 (+828960)
chr2_80579786_80580203	LRRTM1 (-275246)
chr17_4900217_4901672	CHRNE (+2129), MINK1 (+67557)
chr9_20664573_20665209	FOCAD (+6582), HACD4 (+366745)
chr4_137785430_137786189	PCDH18 (-253335), SLC7A11 (+456539)
chr6_99846090_99846451	MCHR2 (+147952), PRDM13 (+239541)
chr3_23389093_23389772	UBE2E1 (-416470), UBE2E2 (+186140)
chr8_132625297_132626239	KCNQ3 (-144749), LRRC6 (+49849)
chr8_29434407_29434935	DUSP4 (-84003), SARAF (+648536)
chr18_80006595_80007170	RBFA (-27475), TXNL4A (-18290)
chr5_115954048_115954878	ATG12 (-112605), LVRN (-8031)
chr17_64232599_64233014	ERN1 (-102682), TEX2 (+30420)
chr2_90189829_90191297	NONE
chr13_44464805_44466357	SERP2 (+91739), TSC22D1 (+110984)
chr10_73044613_73045258	PLA2G12B (-90158), P4HA1 (+52038)
chr8_47387142_47387535	SPIDR (+126764), CEBPD (+351747)
chr7_64997793_64998657	ZNF117 (-7189), ERV3-1 (+8428)
chr4_107906473_107907031	CYP2U1 (-24617), SGMS2 (+82189)
chr6_68628051_68628541	ADGRB3 (-7071)
chr15_70631527_70632297	TLE3 (-533736), UACA (+131681)
chr3_65587570_65588369	ADAMTS9 (-899970), MAGI1 (+450338)
chr4_40451480_40452037	RBM47 (+62999), CHRNA9 (+116430)
chr7_141652741_141653348	KIAA1147 (+49108), AGK (+101856)
chr6_106895348_106896110	CD24 (+78310), QRSL1 (+266151)
chr20_11305436_11305964	JAG1 (-631593), BTBD3 (-585128)
chr9_71561927_71562461	TRPM3 (-440596), TMEM2 (+206690)
chr5_1107160_1107512	SLC12A7 (+4699), NKD2 (+98507)
chr13_100079093_100080545	PCCA (-9264), ZIC2 (+98047)
chr21_28280576_28281162	N6AMT1 (+604502)
chr3_135368358_135368973	PPP2R3A (-597007), EPHB1 (+573404)
chr13_48096774_48097142	MED4 (-1854)
chr5_115072527_115073092	TRIM36 (+107349), KCNN2 (+711865)
chr1_12717393_12717823	PRAMEF12 (-57233), AADACL3 (+1465)
chr1_63891340_63891736	UBE2U (-312269), ROR1 (+117495)
chr20_36695381_36696090	SLA2 (-49520), NDRG3 (+50342)
chr12_73506591_73507218	NONE
chr2_229882682_229883230	DNER (-168398), TRIP12 (+39043)
chr14_37051487_37052021	SLC25A21 (+121112), PAX9 (+389889)
chr2_52054653_52055423	NONE
chr5_173517643_173518129	STC2 (-188383), BOD1 (+98774)
chr9_36739542_36740113	MELK (+166966), PAX5 (+294357)
chr9_3361631_3362700	PUM3 (-517925), RFX3 (+163817)
chr17_19426484_19427164	SLC47A1 (-107030), RNF112 (+15630)
chr6_119118881_119119705	FAM184A (-40550), MAN1A1 (+230468)
chr1_186244745_186245601	PRG4 (-51106), HMCN1 (+510622)
chr2_214837546_214838112	BARD1 (-28125), ABCA12 (+300599)
chr11_40678864_40679883	LRRC4C (-385260)
chr4_70956524_70957549	DCK (-36402), MOB1B (+54659)
chr5_19859120_19859689	CDH18 (+716468)
chr2_218351633_218352100	CATIP (-4989)
chr9_92882428_92882897	ZNF484 (-4625)
chr10_35700572_35701171	FZD8 (-58594)
chr3_176212944_176213998	TBL1XR1 (+983007)
chr2_231429170_231429577	B3GNT7 (+33831), NCL (+35220)
chr7_31647049_31647571	PPP1R17 (-39405), CCDC129 (+117635)
chr17_14513709_14514292	HS3ST3B1 (+212918), PMP22 (+748588)
chr14_41570004_41570994	LRFN5 (-37071)
chr6_121927921_121928485	HSF2 (-471343), GJA1 (+492511)
chr4_123159395_123159813	SPRY1 (-237191), SPATA5 (+236530)
chr6_13859916_13860981	RNF182 (-64418), MCUR1 (-45881)
chr11_85777017_85777567	CCDC89 (-91015), SYTL2 (+33837)
chr7_78465884_78466376	PHTF2 (+667325), MAGI2 (+987444)
chr11_71280009_71280537	SHANK2 (-618455), DHCR7 (+168162)
chr3_20069159_20069591	KAT2B (+29352), SGO1 (+116816)
chr14_100453417_100454348	WARS (-77078), BEGAIN (+114187)
chr4_38886730_38887211	FAM114A1 (+19155), TMEM156 (+145450)
chr18_26414944_26415935	KCTD1 (+133995), TAF4B (+188954)
chr1_37318127_37318662	GRIK3 (-284270), ZC3H12A (-156157)
chr1_192976962_192977632	UCHL5 (+82199), RGS2 (+168256)
chr1_56370443_56371386	PLPP3 (+208653)
chr14_59343742_59344700	DAAM1 (+80766), GPR135 (+121121)
chr7_103857307_103857827	SLC26A5 (-411390), RELN (+131949)
chr18_39966138_39966633	NONE
chr9_25205015_25205702	IZUMO3 (-659683)
chr4_113870991_113871572	CAMK2D (-110064), ARSJ (+108419)
chr3_62785249_62786171	FEZF2 (-412195), CADPS (+89669)
chr14_49883354_49883788	NEMF (-30368), ARF6 (-9521)
chr7_148589195_148590014	CUL1 (-109307)
chr22_45768318_45768911	ATXN10 (+96816), WNT7B (+208514)
chr1_237962723_237963526	MTRNR2L11 (-17850)
chr1_169340858_169341453	NME7 (+26811), ATP1B1 (+235459)
chr3_156373061_156374022	SSR3 (+181607), KCNAB1 (+252994)
chr7_91367992_91368689	FZD1 (+103977), MTERF1 (+512379)
chr2_138182361_138182672	SPOPL (-319284), HNMT (+218207)
chr5_157651549_157652618	SOX30 (+336)
chr6_159532015_159532509	SOD2 (+161066), FNDC1 (+362865)
chr13_30285406_30286800	UBL3 (-435419), KATNAL1 (+21381)
chr12_118537184_118537890	SRRM4 (-443958), SUDS3 (+161157)
chr14_68997985_68998856	ACTN1 (-19182), DCAF5 (+154705)
chr15_61752005_61752411	VPS13C (+308240)
chr14_84403631_84404100	NONE
chr8_103675470_103676737	DCSTAMP (-663722), RIMS2 (+175356)
chr7_33492416_33492871	BMPER (-412267), BBS9 (+363112)
chr2_139624466_139625864	NXPH2 (-844817)
chr5_115150648_115151725	TRIM36 (+28972), KCNN2 (+790242)
chr8_42656511_42657147	SLC20A2 (-114903), CHRNB3 (-40590)
chr8_74163701_74164382	JPH1 (+157286), LY96 (+172690)
chr13_82011462_82011955	NONE
chr4_164329687_164330398	MARCH1 (+54007), TMA16 (+835582)
chr12_112256368_112257205	HECTD4 (+125652), TRAFD1 (+131242)
chr3_43343376_43344219	SNRK (+57258), ANO10 (+278270)
chr3_16455792_16456391	RFTN1 (+57614), OXNAD1 (+190893)
chr20_1635642_1636154	SIRPB1 (-15889), SIRPG (+21881)
chr6_130197670_130198311	SAMD3 (+17896), L3MBTL3 (+184292)
chr1_15279603_15279966	EFHD2 (-130110), TMEM51 (+127253)
chr9_119114596_119115088	BRINP1 (+254625)
chr3_138336451_138336821	MRAS (-11061), NME9 (-6750)
chr12_120862753_120863230	SPPL3 (+41379), ACADS (+137257)
chr12_90290884_90291454	ATP2B1 (-582338), CCER1 (+664007)
chrX_97968228_97968843	NONE
chr12_28830243_28830907	FAR2 (-318625), CCDC91 (+640129)
chr3_46584909_46585419	TDGF1 (+7927), ALS2CL (+108537)
chr2_99205624_99206138	MRPL30 (+24802), LYG2 (+49226)
chr1_42552709_42553048	PPIH (-105546), CCDC30 (+17990)
chr19_32227572_32227992	TSHZ3 (-878235), ZNF507 (-117812)
chr11_68670408_68670945	GAL (-13798), PPP6R3 (+209907)
chr7_102441769_102442443	ORAI2 (+8576), ALKBH4 (+22770)
chr7_31253488_31253832	NEUROD6 (+87234), ADCYAP1R1 (+201199)
chr7_78498204_78498866	PHTF2 (+699730), MAGI2 (+955039)
chr16_87988595_87989348	ZNF469 (-438499), BANP (+18954)
chr11_40841330_40842090	LRRC4C (-547596)
chr1_237309149_237310567	RYR2 (+267653), ZP4 (+581064)
chr13_75825230_75825786	LMO7 (+188850)
chr8_97756449_97756928	LAPTM4B (-18368), MTDH (+112510)
chr3_189635387_189636037	TP63 (+4285), P3H2 (+485217)
chrX_64656962_64657803	MTMR8 (-261952), ZC4H2 (+319101)
chr20_18698682_18699316	SCP2D1 (-114727), DTD1 (+111106)
chr2_66248926_66249592	SPRED2 (-817082), MEIS1 (-186141)
chr9_24497500_24497970	ELAVL2 (-671670), IZUMO3 (+47941)
chr6_73394718_73395333	DDX43 (+278)
chr2_238835832_238836324	TWIST2 (-11954), ASB1 (+409254)
chr10_92216365_92217088	CPEB3 (+26552), BTAF1 (+292958)
chr12_40650033_40650725	CNTN1 (-42173), LRRK2 (+425305)
chr2_99158537_99158893	TSGA10 (-3798), LIPT1 (+3760)
chr1_61352975_61353533	NFIA (+271392), TM2D1 (+371887)
chr12_33794975_33795743	SYT10 (-355540), ALG10 (-226922)
chr1_216855329_216856192	ESRRG (-132308), GPATCH2 (+775321)
chr6_52736081_52736542	GSTA2 (+27257), TMEM14A (+65203)
chr4_155122052_155123249	NPY2R (-85978), RBM46 (+341438)
chr4_12884837_12885634	RAB28 (+599129)
chr5_111261747_111262562	CAMK4 (+38069), STARD4 (+250355)
chr14_22244664_22245462	DAD1 (+344206), OR4E2 (+591228)
chr19_8697974_8698651	ACTL9 (+509)
chr13_29942841_29944344	UBL3 (-92909), KATNAL1 (+363891)
chr4_62953374_62954155	NONE
chr17_22138961_22139578	MTRNR2L1 (-383841), KCNJ18 (+446747)
chr2_230140405_230141327	SLC16A14 (-71867), SP110 (+79084)
chr5_154884506_154884995	CNOT8 (+26499), GEMIN5 (+53458)
chr9_97076289_97077548	CCDC180 (-230740), CTSV (-37276)
chr17_4956621_4957178	ENO3 (+5805), SPAG7 (+10972)
chr22_22168339_22168772	TOP3B (-185806), VPREB1 (-76119)
chr2_25445432_25445932	DNMT3A (-103092), DTNB (+227952)
chr2_236803572_236804124	COPS8 (-281464), ACKR3 (+234207)
chr14_57944890_57945495	SLC35F4 (-79131), C14orf37 (+207020)
chr8_82045357_82046284	SNX16 (-203535)
chr10_52469425_52470331	DKK1 (+155582), MBL2 (+301822)
chr9_117927257_117927836	TLR4 (+223175)
chr10_48243293_48243920	AGAP9 (-719969), FRMPD2 (+31263)
chr22_36608976_36609388	EIF3D (-79746), CACNG2 (+94376)
chr9_75035932_75036605	CARNMT1 (-7875), NMRK1 (+51921)
chr10_89561961_89562824	SLC16A12 (-26837), PANK1 (+83179)
chr3_32349251_32349797	CMTM7 (-42147), CMTM8 (+110845)
chr14_75800751_75801310	TTLL5 (+139753), TGFB3 (+180160)
chr18_63340009_63340347	BCL2 (-20050), KDSR (+27332)
chr21_36994662_36995014	HLCS (-28365), RIPPLY3 (-11725)
chr21_31654189_31654791	TIAM1 (-95513), SOD1 (-5132)
chr18_58087761_58088553	NEDD4L (+43779), ALPK2 (+540800)
chr1_247517943_247518708	GCSAML (+11268), OR2C3 (+18114)
chr9_19801163_19801867	SLC24A2 (-14587), MLLT3 (+821028)
chr9_3290310_3291121	PUM3 (-446475), RFX3 (+235267)
chr5_103223194_103223589	C5orf30 (-35310), PPIP5K2 (+94086)
chr3_184491182_184491721	EPHB3 (-70332), CHRD (+111379)
chr4_163896276_163896805	TMA16 (+402080), MARCH1 (+487509)
chrX_17484463_17485166	SCML1 (-252654), NHS (+109395)
chr7_116856858_116857549	CAPZA2 (-5269), MET (+184799)
chr3_47432719_47433116	SCAP (+43195), PTPN23 (+51898)
chr10_18094877_18095253	CACNB2 (-45612), SLC39A12 (+143226)
chr2_196652717_196653425	CCDC150 (+13439), GTF3C3 (+146630)
chr4_95739815_95740633	UNC5C (-191018), PDHA2 (-99795)
chr5_12003759_12004093	CTNND2 (-99883)
chr6_42156503_42157100	ENSG00000214732 (+1356), GUCA1B (+38114)
chr13_98807821_98808233	SLC15A1 (-55373), DOCK9 (+169963)
chr3_157208355_157208946	PTX3 (-228138), CCNL1 (-48438)
chr4_178881742_178882581	NONE
chr10_52778592_52779147	MBL2 (-7170)
chr18_67043360_67043801	CDH19 (-439447), DSEL (+473399)
chrX_16612477_16613424	S100G (-37207), GRPR (+489395)
chr2_157759929_157760315	ACVR1C (-131117), ACVR1 (+114989)
chr17_31279117_31279808	OMG (+17948), NF1 (+184536)
chr5_64134352_64135081	HTR1A (-172584), RNF180 (-31165)
chr5_75411392_75412336	POLK (-99892), HMGCR (+74696)
chr9_7240666_7241335	KDM4C (+483345), DMAC1 (+559066)
chr6_6169064_6169604	NRN1 (-165290), F13A1 (+151500)
chr18_13712482_13712965	FAM210A (+13836), LDLRAD4 (+434621)
chr9_97873408_97874250	FOXE1 (+20575), TRMO (+48741)
chr22_30739276_30740269	OSBP2 (+44967), MORC2 (+228525)
chr1_216856673_216857322	ESRRG (-133545), GPATCH2 (+774084)
chrX_123175220_123175853	GRIA3 (-8706)
chr8_131300300_131301215	EFR3A (-603330), ADCY8 (-258332)
chr3_108534776_108536160	MYH15 (-6146), KIAA1524 (+53984)
chr7_22332228_22332923	CDCA7L (-386492), RAPGEF5 (+24338)
chr3_49587583_49587890	APEH (-86265), BSN (+33248)
chr1_230581448_230582000	PGBD5 (-155353), COG2 (-60768)
chr2_229474039_229474637	PID1 (-242253), DNER (+240220)
chr21_41745984_41746511	TMPRSS2 (-238183), RIPK4 (+20858)
chr10_131386736_131387400	PPP2R2D (-513576)
chr7_42345436_42345899	GLI3 (-108655), C7orf25 (+566422)
chr4_154915842_154916499	NPY2R (-292458), RBM46 (+134958)
chr1_183035705_183036133	LAMC2 (-150369), LAMC1 (+12459)
chr9_20948735_20949068	HACD4 (+82734), FOCAD (+290593)
chr20_34979628_34980244	MYH7B (+4533), TRPC4AP (+112935)
chr13_77316913_77317645	FBXL3 (-290129), MYCBP2 (+9400)
chr4_16661770_16662273	TAPT1 (-435481), LDB2 (+236787)
chr11_85784926_85785340	CCDC89 (-98856), SYTL2 (+25996)
chr5_147748621_147748916	DPYSL3 (-238713), JAKMIP2 (+34079)
chr1_234485367_234485745	TARBP1 (-6453), IRF2BP2 (+123969)
chr7_146097118_146097446	CNTNAP2 (-19077)
chr7_71784166_71784785	CALN1 (+627897), GALNT17 (+652307)
chr7_114152421_114152854	FOXP2 (-262359), PPP1R3A (-233573)
